"";"trabalha";"mae";"raça";"NSEAluno";"major"
"35103";"Nao_Sabe";"Superior+";"Preta";"4.52";"Publica"
"35104";"Nao_Sabe";"Fund-";"Parda";"4.7";"Publica"
"35105";"Trabalhar";"Fund-";"Branca";"5.98";"Publica"
"35106";"Trabalhar";"Fund+";"Parda";"5.93";"Publica"
"35107";"Trabalhar";"Fund+";"Parda";"5.48";"Publica"
"35108";"Trabalhar";"Fund+";"Parda";"5.35";"Publica"
"35109";"Nao_Sabe";"Fund-";"Parda";"5.8";"Publica"
"35110";"Trabalhar";"Superior+";"Branca";"5.06";"Publica"
"35111";"Trabalhar";"Medio+";"Parda";"6.76";"Publica"
"35112";"Nao_Sabe";"Medio+";"Branca";"6.05";"Privada"
"35113";"Nao_Sabe";"Fund+";"Parda";"5.22";"Publica"
"35114";"Nao_Sabe";"Fund-";"Parda";"5.04";"Publica"
"35115";"Trabalhar";"Fund+";"Preta";"5.82";"Publica"
"35116";"Trabalhar";"Fund-";"Branca";"6.29";"Publica"
"35117";"Nao_Sabe";"Fund+";"Parda";"6.3";"Publica"
"35118";"Trabalhar";"Fund-";"Preta";"";"Publica"
"35119";"Estudar";"Medio+";"Branca";"7.62";"Pub+Pri"
"35120";"Nao_Sabe";"Medio+";"Branca";"6.85";"Publica"
"35121";"Estudar";"Superior+";"Parda";"5.42";"Publica"
"35122";"Nao_Sabe";"Fund+";"Branca";"5.39";"Publica"
"35123";"Nao_Sabe";"Medio+";"Preta";"5.95";"Publica"
"35124";"Nao_Sabe";"Medio+";"Parda";"6.26";"Publica"
"35125";"Trabalhar";"Fund-";"Parda";"5.39";"Publica"
"35126";"Trabalhar";"Fund+";"Branca";"5.29";"Publica"
"35127";"Estudar";"Fund-";"Branca";"4.89";"Publica"
"35128";"Nao_Sabe";"Superior+";"Parda";"7.14";"Publica"
"35129";"Nao_Sabe";"Fund+";"Branca";"5.42";"Publica"
"35130";"Nao_Sabe";"Fund+";"Branca";"5.32";"Publica"
"35131";"Estudar";"Fund-";"Parda";"6.37";"Publica"
"35132";"Nao_Sabe";"Superior+";"Branca";"6.08";"Publica"
"35133";"Nao_Sabe";"Fund-";"Branca";"5.2";"Publica"
"35134";"Estudar";"Medio+";"Parda";"6.85";"Privada"
"35135";"Nao_Sabe";"Fund+";"Parda";"6.55";"Publica"
"35136";"Nao_Sabe";"Fund-";"Parda";"5.13";"Publica"
"35137";"Nao_Sabe";"Superior+";"Parda";"5.92";"Publica"
"35138";"Nao_Sabe";"Fund-";"Branca";"5.22";"Publica"
"35139";"Estudar";"Medio+";"Branca";"5.64";"Pub+Pri"
"35140";"Trabalhar";"Fund-";"Parda";"4.49";"Publica"
"35141";"Nao_Sabe";"Fund+";"Parda";"5.36";"Publica"
"35142";"Nao_Sabe";"Fund-";"Preta";"5.03";"Publica"
"35143";"Estudar";"Superior+";"Branca";"5.93";"Pub+Pri"
"35144";"Nao_Sabe";"Medio+";"Branca";"6.02";"Publica"
"35145";"Estudar";"Fund-";"Branca";"6.18";"Pub+Pri"
"35146";"Trabalhar";"Fund+";"Branca";"6.65";"Publica"
"35147";"Trabalhar";"Fund+";"Parda";"5.05";"Publica"
"35148";"Nao_Sabe";"Fund+";"Branca";"4.96";"Publica"
"35149";"Trabalhar";"Fund+";"Branca";"5.2";"Publica"
"35150";"Trabalhar";"Fund-";"Branca";"4.87";"Publica"
"35151";"Trabalhar";"Superior+";"Parda";"6";"Publica"
"35152";"Nao_Sabe";"Superior+";"Parda";"5.04";"Publica"
"35153";"Nao_Sabe";"Fund+";"Branca";"6.11";"Publica"
"35154";"Trabalhar";"Fund+";"Parda";"5.21";"Publica"
"35155";"Nao_Sabe";"Fund+";"Branca";"4.85";"Publica"
"35156";"Trabalhar";"Superior+";"Parda";"4.87";"Publica"
"35157";"Nao_Sabe";"Fund+";"Branca";"4.87";"Publica"
"35158";"Trabalhar";"Superior+";"Branca";"5.44";"Publica"
"35159";"Trabalhar";"Fund+";"Branca";"6.32";"Privada"
"35160";"Nao_Sabe";"Fund+";"Branca";"5.17";"Publica"
"35161";"Trabalhar";"Fund-";"Branca";"4.76";"Publica"
"35162";"Nao_Sabe";"Fund+";"Branca";"6.25";"Publica"
"35163";"Nao_Sabe";"Medio+";"Parda";"7.39";"Pub+Pri"
"35164";"Nao_Sabe";"Fund-";"Branca";"5.26";"Publica"
"35165";"Trabalhar";"Fund-";"Branca";"";"Publica"
"35166";"Nao_Sabe";"Fund-";"Parda";"4.55";"Publica"
"35167";"Nao_Sabe";"Superior+";"Parda";"5.06";"Publica"
"35168";"Estudar";"Medio+";"Branca";"6.25";"Publica"
"35169";"Nao_Sabe";"Fund-";"Branca";"4.17";"Publica"
"35170";"Trabalhar";"Fund+";"Parda";"5.96";"Publica"
"35171";"Nao_Sabe";"Fund+";"Parda";"4.84";"Publica"
"35172";"Nao_Sabe";"Fund+";"Branca";"5.93";"Publica"
"35173";"Trabalhar";"Fund-";"Branca";"4.43";"Publica"
"35174";"Nao_Sabe";"Fund-";"Branca";"4.89";"Publica"
"35175";"Trabalhar";"Fund-";"Parda";"4.48";"Publica"
"35176";"Trabalhar";"Fund-";"Preta";"5.04";"Publica"
"35177";"Nao_Sabe";"Fund-";"Parda";"4.99";"Publica"
"35178";"Nao_Sabe";"Medio+";"Parda";"4.33";"Pub+Pri"
"35179";"Nao_Sabe";"Fund+";"Branca";"6.13";"Publica"
"35180";"Trabalhar";"Fund+";"Parda";"6.53";"Publica"
"35181";"Trabalhar";"Fund-";"Parda";"5.11";"Publica"
"35182";"Nao_Sabe";"Fund+";"Branca";"5.35";"Publica"
"35183";"Estudar";"Fund+";"Branca";"6.58";"Publica"
"35184";"Estudar";"Fund+";"Branca";"5.6";"Privada"
"35185";"Nao_Sabe";"Superior+";"Parda";"6.14";"Privada"
"35186";"Estudar";"Medio+";"Branca";"6.13";"Publica"
"35187";"Estudar";"Fund+";"Branca";"";"Pub+Pri"
"35188";"Trabalhar";"Fund-";"Parda";"3.49";"Publica"
"35189";"Trabalhar";"Superior+";"Branca";"5.42";"Pub+Pri"
"35190";"Trabalhar";"Fund-";"Parda";"5.2";"Publica"
"35191";"Trabalhar";"Fund+";"Parda";"5.54";"Publica"
"35192";"Nao_Sabe";"Superior+";"Preta";"5.18";"Publica"
"35193";"Trabalhar";"Fund-";"Preta";"5.43";"Publica"
"35194";"Nao_Sabe";"Fund-";"Parda";"4.2";"Publica"
"35195";"Nao_Sabe";"Fund-";"Parda";"4.5";"Publica"
"35196";"Trabalhar";"Fund-";"Branca";"4.93";"Pub+Pri"
"35197";"Nao_Sabe";"Fund+";"Parda";"5.06";"Publica"
"35198";"Trabalhar";"Fund+";"Branca";"4.76";"Publica"
"35199";"Nao_Sabe";"Fund+";"Branca";"5.46";"Publica"
"35200";"Trabalhar";"Fund+";"Parda";"5.11";"Publica"
"35201";"Trabalhar";"Fund-";"Branca";"4.28";"Publica"
"35202";"Nao_Sabe";"Fund+";"Parda";"4.99";"Publica"
"35203";"Nao_Sabe";"Superior+";"Parda";"3.98";"Publica"
"35204";"Trabalhar";"Fund+";"Branca";"4.22";"Publica"
"35205";"Trabalhar";"Fund-";"Branca";"4.04";"Publica"
"35206";"Trabalhar";"Fund+";"Branca";"4.5";"Publica"
"35207";"Trabalhar";"Superior+";"Preta";"5.18";"Publica"
"35208";"Nao_Sabe";"Superior+";"Parda";"5.25";"Publica"
"35209";"Nao_Sabe";"Fund-";"Branca";"4.02";"Publica"
"35210";"Nao_Sabe";"Fund-";"Branca";"3.65";"Publica"
"35211";"Trabalhar";"Superior+";"Preta";"3.87";"Publica"
"35212";"Trabalhar";"Fund+";"Parda";"5.39";"Publica"
"35213";"Estudar";"Fund-";"Branca";"5.89";"Publica"
"35214";"Estudar";"Fund-";"Parda";"4.96";"Publica"
"35215";"Trabalhar";"Superior+";"Preta";"4.89";"Publica"
"35216";"Trabalhar";"Medio+";"Branca";"5.49";"Publica"
"35217";"Trabalhar";"Fund+";"Parda";"7.18";"Publica"
"35218";"Nao_Sabe";"Superior+";"Branca";"4.39";"Publica"
"35219";"Trabalhar";"Fund-";"Parda";"4.82";"Publica"
"35220";"Nao_Sabe";"Fund+";"Parda";"3.45";"Publica"
"35221";"Nao_Sabe";"Fund+";"Parda";"4.76";"Publica"
"35222";"Trabalhar";"Superior+";"Parda";"4.79";"Publica"
"35223";"Nao_Sabe";"Superior+";"Parda";"5.61";"Publica"
"35224";"Nao_Sabe";"Fund+";"Branca";"5.15";"Publica"
"35225";"Trabalhar";"Fund-";"Branca";"4.82";"Publica"
"35226";"Trabalhar";"Superior+";"Parda";"4.4";"Publica"
"35227";"Nao_Sabe";"Medio+";"Parda";"5.64";"Publica"
"35228";"Nao_Sabe";"Fund+";"Branca";"4.41";"Publica"
"35229";"Trabalhar";"Fund+";"Parda";"5.93";"Publica"
"35230";"Nao_Sabe";"Fund+";"Branca";"5.92";"Publica"
"35231";"Trabalhar";"Fund-";"Branca";"5.36";"Publica"
"35232";"Estudar";"Fund+";"Branca";"5.83";"Publica"
"35233";"Nao_Sabe";"Fund+";"Branca";"5.62";"Publica"
"35234";"Nao_Sabe";"Fund-";"Parda";"5.38";"Publica"
"35235";"Trabalhar";"Fund+";"Preta";"5.07";"Publica"
"35236";"Trabalhar";"Superior+";"Branca";"5.62";"Publica"
"35237";"Trabalhar";"Fund+";"Preta";"6.46";"Publica"
"35238";"Nao_Sabe";"Fund+";"Branca";"6.09";"Publica"
"35239";"Estudar";"Medio+";"Parda";"6.08";"Privada"
"35240";"Trabalhar";"Fund-";"Parda";"5.16";"Publica"
"35241";"Estudar";"Fund+";"Preta";"5.45";"Publica"
"35242";"Trabalhar";"Fund-";"Preta";"5.57";"Publica"
"35243";"Trabalhar";"Medio+";"Parda";"5.95";"Publica"
"35244";"Trabalhar";"Fund+";"Parda";"4.3";"Publica"
"35245";"Nao_Sabe";"Fund+";"Parda";"5.55";"Publica"
"35246";"Trabalhar";"Superior+";"Branca";"4.83";"Publica"
"35247";"Nao_Sabe";"Fund+";"Branca";"5.4";"Publica"
"35248";"Trabalhar";"Fund-";"Parda";"6.33";"Publica"
"35249";"Nao_Sabe";"Superior+";"Parda";"5.56";"Publica"
"35250";"Nao_Sabe";"Medio+";"Branca";"6.81";"Publica"
"35251";"Nao_Sabe";"Fund+";"Branca";"5.46";"Publica"
"35252";"Nao_Sabe";"Fund+";"Branca";"5.59";"Publica"
"35253";"Estudar";"Medio+";"Branca";"6.48";"Publica"
"35254";"Estudar";"Medio+";"Branca";"6.23";"Publica"
"35255";"Trabalhar";"Medio+";"Parda";"7.62";"Pub+Pri"
"35256";"Nao_Sabe";"Medio+";"Branca";"6.4";"Pub+Pri"
"35257";"Trabalhar";"Fund-";"Parda";"6.16";"Publica"
"35258";"Nao_Sabe";"Fund+";"Branca";"5.78";"Publica"
"35259";"Nao_Sabe";"Medio+";"Parda";"4.85";"Publica"
"35260";"Trabalhar";"Superior+";"Branca";"5.55";"Publica"
"35261";"Nao_Sabe";"Medio+";"Branca";"6.04";"Publica"
"35262";"Trabalhar";"Fund+";"Parda";"6.21";"Publica"
"35263";"Estudar";"Fund+";"Branca";"4.5";"Publica"
"35264";"Nao_Sabe";"Fund+";"Branca";"4.11";"Publica"
"35265";"Estudar";"Fund+";"Parda";"6.98";"Pub+Pri"
"35266";"Nao_Sabe";"Fund-";"Parda";"4.47";"Publica"
"35267";"Trabalhar";"Fund-";"Branca";"4.74";"Publica"
"35268";"Trabalhar";"Fund-";"Parda";"4.42";"Publica"
"35269";"Nao_Sabe";"Fund-";"Parda";"5.17";"Publica"
"35270";"Trabalhar";"Fund+";"Parda";"4.47";"Publica"
"35271";"Trabalhar";"Superior+";"Parda";"5.56";"Publica"
"35272";"Trabalhar";"Superior+";"Parda";"5.64";"Publica"
"35273";"Trabalhar";"Medio+";"Branca";"5.3";"Pub+Pri"
"35274";"Estudar";"Fund+";"Branca";"5.57";"Publica"
"35275";"Nao_Sabe";"Fund+";"Parda";"4.44";"Publica"
"35276";"Trabalhar";"Superior+";"Branca";"4.75";"Publica"
"35277";"Trabalhar";"Fund-";"Branca";"2.99";"Publica"
"35278";"Nao_Sabe";"Superior+";"Parda";"5.45";"Publica"
"35279";"Nao_Sabe";"Fund-";"Parda";"4.32";"Publica"
"35280";"Nao_Sabe";"Fund-";"Preta";"4.28";"Publica"
"35281";"Trabalhar";"Fund-";"Parda";"5.27";"Publica"
"35282";"Nao_Sabe";"Superior+";"Parda";"5.64";"Publica"
"35283";"Trabalhar";"Fund-";"Parda";"4.69";"Publica"
"35284";"Trabalhar";"Fund+";"Parda";"5.06";"Publica"
"35285";"Nao_Sabe";"Superior+";"Preta";"4.66";"Publica"
"35286";"Nao_Sabe";"Fund-";"Branca";"5.93";"Publica"
"35287";"Trabalhar";"Fund-";"Branca";"5.45";"Publica"
"35288";"Trabalhar";"Fund+";"Parda";"5.39";"Publica"
"35289";"Nao_Sabe";"Superior+";"Parda";"3.78";"Publica"
"35290";"Trabalhar";"Superior+";"Parda";"4.62";"Publica"
"35291";"Nao_Sabe";"Fund+";"Parda";"6.83";"Publica"
"35292";"Nao_Sabe";"Superior+";"Parda";"5.88";"Publica"
"35293";"Trabalhar";"Fund-";"Preta";"5.64";"Publica"
"35294";"Nao_Sabe";"Superior+";"Parda";"4.53";"Publica"
"35295";"Trabalhar";"Fund-";"Branca";"6.76";"Publica"
"35296";"Nao_Sabe";"Fund-";"Parda";"5.39";"Publica"
"35297";"Trabalhar";"Superior+";"Branca";"4.92";"Publica"
"35298";"Trabalhar";"Superior+";"Parda";"5.16";"Publica"
"35299";"Estudar";"Fund+";"Branca";"6.24";"Publica"
"35300";"Trabalhar";"Fund-";"Parda";"3.06";"Publica"
"35301";"Trabalhar";"Fund+";"Parda";"6.14";"Publica"
"35302";"Estudar";"Fund-";"Preta";"4.43";"Publica"
"35303";"Trabalhar";"Fund+";"Preta";"4.88";"Publica"
"35304";"Nao_Sabe";"Fund-";"Preta";"4.18";"Publica"
"35305";"Nao_Sabe";"Fund-";"Branca";"3.43";"Publica"
"35306";"Estudar";"Fund+";"Parda";"4.83";"Publica"
"35307";"Nao_Sabe";"Fund+";"Branca";"4.89";"Publica"
"35308";"Nao_Sabe";"Medio+";"Parda";"6.15";"Pub+Pri"
"35309";"Estudar";"Medio+";"Branca";"6.01";"Publica"
"35310";"Trabalhar";"Fund-";"Parda";"5.36";"Publica"
"35311";"Estudar";"Medio+";"Parda";"5.82";"Publica"
"35312";"Trabalhar";"Fund-";"Branca";"6.61";"Publica"
"35313";"Nao_Sabe";"Superior+";"Branca";"4.89";"Publica"
"35314";"Trabalhar";"Fund-";"Preta";"4.88";"Publica"
"35315";"Trabalhar";"Fund-";"Preta";"5.84";"Publica"
"35316";"Trabalhar";"Fund+";"Preta";"5.42";"Publica"
"35317";"Trabalhar";"Fund-";"Preta";"5.21";"Publica"
"35318";"Trabalhar";"Medio+";"Branca";"6.06";"Publica"
"35319";"Trabalhar";"Fund-";"Branca";"5.32";"Publica"
"35320";"Estudar";"Fund+";"Parda";"5.55";"Publica"
"35321";"Estudar";"Medio+";"Branca";"6.67";"Publica"
"35322";"Nao_Sabe";"Superior+";"Preta";"4.61";"Publica"
"35323";"Nao_Sabe";"Superior+";"Parda";"5.16";"Publica"
"35324";"Estudar";"Superior+";"Branca";"4.96";"Publica"
"35325";"Trabalhar";"Medio+";"Preta";"6";"Publica"
"35326";"Trabalhar";"Fund-";"Parda";"5.48";"Publica"
"35327";"Nao_Sabe";"Fund+";"Parda";"5.54";"Publica"
"35328";"Trabalhar";"Fund-";"Parda";"5.08";"Publica"
"35329";"Trabalhar";"Fund+";"Parda";"4.62";"Publica"
"35330";"Trabalhar";"Fund-";"Preta";"5.19";"Publica"
"35331";"Nao_Sabe";"Fund+";"Preta";"5.17";"Publica"
"35332";"Nao_Sabe";"Medio+";"Branca";"5.97";"Publica"
"35333";"Estudar";"Fund+";"Branca";"5.84";"Publica"
"35334";"Estudar";"Fund+";"Branca";"";"Publica"
"35335";"Trabalhar";"Medio+";"Branca";"6.03";"Publica"
"35336";"Estudar";"Fund+";"Branca";"5.97";"Publica"
"35337";"Nao_Sabe";"Superior+";"Branca";"6.02";"Publica"
"35338";"Trabalhar";"Fund+";"Branca";"4.19";"Publica"
"35339";"Nao_Sabe";"Fund-";"Branca";"6.06";"Privada"
"35340";"Trabalhar";"Superior+";"Preta";"5.03";"Publica"
"35341";"Trabalhar";"Superior+";"Branca";"5.12";"Publica"
"35342";"Estudar";"Medio+";"Preta";"5.85";"Publica"
"35343";"Trabalhar";"Superior+";"Parda";"4.52";"Publica"
"35344";"Nao_Sabe";"Fund-";"Parda";"5.3";"Publica"
"35345";"Nao_Sabe";"Fund-";"Parda";"5.2";"Publica"
"35346";"Estudar";"Medio+";"Parda";"5.45";"Publica"
"35347";"Trabalhar";"Fund-";"Branca";"4.7";"Publica"
"35348";"Trabalhar";"Superior+";"Parda";"5.41";"Publica"
"35349";"Nao_Sabe";"Superior+";"Parda";"5.86";"Publica"
"35350";"Nao_Sabe";"Fund-";"Parda";"";"Publica"
"35351";"Trabalhar";"Superior+";"Branca";"5.01";"Publica"
"35352";"Trabalhar";"Superior+";"Branca";"5.46";"Publica"
"35353";"Trabalhar";"Fund+";"Preta";"4.46";"Publica"
"35354";"Trabalhar";"Fund-";"Branca";"5.33";"Publica"
"35355";"Nao_Sabe";"Fund-";"Parda";"5.25";"Publica"
"35356";"Trabalhar";"Fund-";"Preta";"5.14";"Publica"
"35357";"Nao_Sabe";"Fund+";"Parda";"5.68";"Pub+Pri"
"35358";"Estudar";"Superior+";"Parda";"5.42";"Publica"
"35359";"Nao_Sabe";"Fund+";"Branca";"5.38";"Pub+Pri"
"35360";"Nao_Sabe";"Superior+";"Preta";"5.1";"Publica"
"35361";"Nao_Sabe";"Fund-";"Preta";"";"Publica"
"35362";"Nao_Sabe";"Medio+";"Branca";"5.72";"Publica"
"35363";"Trabalhar";"Fund+";"Preta";"6.01";"Pub+Pri"
"35364";"Trabalhar";"Fund+";"Branca";"5.77";"Publica"
"35365";"Trabalhar";"Fund-";"Preta";"5.61";"Publica"
"35366";"Nao_Sabe";"Fund-";"Branca";"4.59";"Publica"
"35367";"Trabalhar";"Superior+";"Preta";"5.38";"Publica"
"35368";"Nao_Sabe";"Fund+";"Parda";"4.81";"Publica"
"35369";"Nao_Sabe";"Fund-";"Parda";"3.66";"Publica"
"35370";"Trabalhar";"Fund-";"Parda";"6.35";"Publica"
"35371";"Nao_Sabe";"Fund-";"Parda";"3.88";"Publica"
"35372";"Nao_Sabe";"Fund-";"Preta";"2.96";"Publica"
"35373";"Nao_Sabe";"Fund-";"Parda";"5.26";"Publica"
"35374";"Nao_Sabe";"Superior+";"Branca";"4.55";"Publica"
"35375";"Nao_Sabe";"Fund-";"Parda";"5.11";"Publica"
"35376";"Trabalhar";"Superior+";"Parda";"5.96";"Publica"
"35377";"Trabalhar";"Fund-";"Preta";"5.32";"Publica"
"35378";"Nao_Sabe";"Fund-";"Parda";"5.51";"Publica"
"35379";"Trabalhar";"Superior+";"Branca";"7.38";"Publica"
"35380";"Trabalhar";"Fund-";"Parda";"5.68";"Publica"
"35381";"Estudar";"Fund+";"Branca";"6.47";"Publica"
"35382";"Nao_Sabe";"Fund+";"Parda";"4.33";"Publica"
"35383";"Trabalhar";"Superior+";"Parda";"6.01";"Publica"
"35384";"Trabalhar";"Fund+";"Parda";"4.61";"Publica"
"35385";"Nao_Sabe";"Fund-";"Parda";"4.74";"Publica"
"35386";"Nao_Sabe";"Fund+";"Branca";"5.02";"Publica"
"35387";"Nao_Sabe";"Fund-";"Branca";"5.15";"Publica"
"35388";"Trabalhar";"Fund-";"Parda";"4.54";"Publica"
"35389";"Nao_Sabe";"Medio+";"Preta";"5.19";"Publica"
"35390";"Nao_Sabe";"Fund+";"Parda";"4.71";"Publica"
"35391";"Trabalhar";"Fund+";"Preta";"5.94";"Publica"
"35392";"Trabalhar";"Fund-";"Preta";"4.5";"Publica"
"35393";"Trabalhar";"Fund+";"Preta";"5.89";"Publica"
"35394";"Trabalhar";"Fund-";"Preta";"4.8";"Publica"
"35395";"Trabalhar";"Fund+";"Preta";"5.04";"Privada"
"35396";"Nao_Sabe";"Superior+";"Parda";"5.5";"Publica"
"35397";"Estudar";"Fund-";"Parda";"6.13";"Publica"
"35398";"Nao_Sabe";"Fund-";"Parda";"4.76";"Publica"
"35399";"Trabalhar";"Fund-";"Branca";"4.67";"Publica"
"35400";"Nao_Sabe";"Superior+";"Branca";"5.55";"Publica"
"35401";"Trabalhar";"Superior+";"Branca";"5.52";"Publica"
"35402";"Trabalhar";"Fund+";"Branca";"5.8";"Publica"
"35403";"Trabalhar";"Fund+";"Branca";"6.23";"Publica"
"35404";"Estudar";"Superior+";"Preta";"3.44";"Publica"
"35405";"Nao_Sabe";"Superior+";"Branca";"3.72";"Publica"
"35406";"Estudar";"Medio+";"Parda";"6.05";"Publica"
"35407";"Nao_Sabe";"Fund+";"Parda";"4.78";"Publica"
"35408";"Nao_Sabe";"Fund+";"Branca";"5.03";"Publica"
"35409";"Estudar";"Fund+";"Branca";"5.02";"Publica"
"35410";"Trabalhar";"Fund-";"Parda";"4.5";"Publica"
"35411";"Trabalhar";"Fund-";"Branca";"5.33";"Publica"
"35412";"Trabalhar";"Fund+";"Parda";"6.01";"Publica"
"35413";"Trabalhar";"Fund+";"Preta";"6.12";"Publica"
"35414";"Trabalhar";"Fund+";"Preta";"6.08";"Publica"
"35415";"Estudar";"Medio+";"Branca";"7.62";"Publica"
"35416";"Trabalhar";"Fund+";"Branca";"5.62";"Publica"
"35417";"Nao_Sabe";"Fund+";"Branca";"5.73";"Publica"
"35418";"Nao_Sabe";"Fund+";"Branca";"5.24";"Publica"
"35419";"Estudar";"Medio+";"Parda";"6.04";"Publica"
"35420";"Trabalhar";"Fund-";"Preta";"5.42";"Publica"
"35421";"Trabalhar";"Superior+";"Branca";"5.3";"Publica"
"35422";"Nao_Sabe";"Superior+";"Parda";"4.8";"Publica"
"35423";"Nao_Sabe";"Fund+";"Branca";"5.48";"Pub+Pri"
"35424";"Estudar";"Medio+";"Branca";"6.82";"Pub+Pri"
"35425";"Trabalhar";"Fund+";"Parda";"6.91";"Pub+Pri"
"35426";"Nao_Sabe";"Medio+";"Parda";"4.63";"Publica"
"35427";"Estudar";"Medio+";"Branca";"6.2";"Publica"
"35428";"Trabalhar";"Medio+";"Parda";"5.49";"Publica"
"35429";"Trabalhar";"Fund+";"Branca";"5.07";"Publica"
"35430";"Trabalhar";"Superior+";"Parda";"6.11";"Privada"
"35431";"Estudar";"Fund-";"Preta";"5.03";"Publica"
"35432";"Nao_Sabe";"Medio+";"Branca";"6";"Privada"
"35433";"Nao_Sabe";"Medio+";"Parda";"5.35";"Publica"
"35434";"Trabalhar";"Fund-";"Parda";"5.03";"Publica"
"35435";"Trabalhar";"Medio+";"Branca";"7.62";"Pub+Pri"
"35436";"Trabalhar";"Fund+";"Preta";"";"Publica"
"35437";"Trabalhar";"Fund-";"Branca";"5.7";"Publica"
"35438";"Trabalhar";"Superior+";"Branca";"5.83";"Publica"
"35439";"Nao_Sabe";"Medio+";"Branca";"5.8";"Publica"
"35440";"Trabalhar";"Fund+";"Branca";"6.22";"Publica"
"35441";"Trabalhar";"Medio+";"Branca";"6.01";"Pub+Pri"
"35442";"Trabalhar";"Superior+";"Branca";"4.22";"Publica"
"35443";"Nao_Sabe";"Fund+";"Parda";"5.09";"Pub+Pri"
"35444";"Nao_Sabe";"Fund+";"Branca";"6.47";"Pub+Pri"
"35445";"Trabalhar";"Fund-";"Preta";"5.52";"Publica"
"35446";"Nao_Sabe";"Medio+";"Parda";"5.59";"Publica"
"35447";"Estudar";"Fund-";"Parda";"6.91";"Publica"
"35448";"Trabalhar";"Superior+";"Preta";"6.71";"Publica"
"35449";"Nao_Sabe";"Fund+";"Preta";"5.69";"Publica"
"35450";"Trabalhar";"Fund-";"Branca";"4.87";"Publica"
"35451";"Nao_Sabe";"Fund+";"Branca";"6.03";"Publica"
"35452";"Estudar";"Fund-";"Branca";"5.48";"Publica"
"35453";"Trabalhar";"Fund-";"Branca";"5.72";"Publica"
"35454";"Trabalhar";"Fund+";"Preta";"4.92";"Publica"
"35455";"Nao_Sabe";"Superior+";"Parda";"5.53";"Publica"
"35456";"Trabalhar";"Fund+";"Parda";"5.85";"Publica"
"35457";"Nao_Sabe";"Fund-";"Branca";"5.14";"Publica"
"35458";"Trabalhar";"Superior+";"Branca";"4.79";"Publica"
"35459";"Nao_Sabe";"Superior+";"Preta";"";"Publica"
"35460";"Estudar";"Medio+";"Branca";"6.72";"Publica"
"35461";"Nao_Sabe";"Superior+";"Preta";"4.78";"Publica"
"35462";"Trabalhar";"Medio+";"Preta";"5.94";"Publica"
"35463";"Trabalhar";"Fund+";"Parda";"5.96";"Pub+Pri"
"35464";"Trabalhar";"Superior+";"Parda";"4.45";"Publica"
"35465";"Nao_Sabe";"Fund-";"Parda";"4.95";"Publica"
"35466";"Trabalhar";"Fund-";"Parda";"5.34";"Publica"
"35467";"Nao_Sabe";"Fund+";"Preta";"4.82";"Publica"
"35468";"Trabalhar";"Fund+";"Preta";"5.02";"Publica"
"35469";"Nao_Sabe";"Superior+";"Branca";"4.86";"Publica"
"35470";"Estudar";"Fund-";"Parda";"5.44";"Publica"
"35471";"Nao_Sabe";"Fund-";"Preta";"5.8";"Publica"
"35472";"Estudar";"Superior+";"Branca";"5.42";"Publica"
"35473";"Nao_Sabe";"Fund-";"Parda";"5.73";"Publica"
"35474";"Trabalhar";"Superior+";"Preta";"4.32";"Publica"
"35475";"Nao_Sabe";"Superior+";"Parda";"5.78";"Publica"
"35476";"Nao_Sabe";"Fund-";"Preta";"4.76";"Publica"
"35477";"Trabalhar";"Fund-";"Preta";"4.92";"Publica"
"35478";"Nao_Sabe";"Superior+";"Preta";"5.21";"Publica"
"35479";"Nao_Sabe";"Superior+";"Parda";"";"Publica"
"35480";"Nao_Sabe";"Fund+";"Parda";"5.04";"Publica"
"35481";"Estudar";"Fund+";"Preta";"6";"Publica"
"35482";"Trabalhar";"Superior+";"Parda";"5.78";"Publica"
"35483";"Nao_Sabe";"Fund+";"Parda";"4.38";"Publica"
"35484";"Nao_Sabe";"Fund+";"Branca";"5.04";"Publica"
"35485";"Nao_Sabe";"Superior+";"Branca";"4.6";"Publica"
"35486";"Estudar";"Fund+";"Branca";"5.48";"Publica"
"35487";"Trabalhar";"Medio+";"Branca";"";"Publica"
"35488";"Trabalhar";"Superior+";"Parda";"3.9";"Publica"
"35489";"Trabalhar";"Fund-";"Branca";"5.25";"Publica"
"35490";"Trabalhar";"Medio+";"Branca";"5.63";"Publica"
"35491";"Trabalhar";"Medio+";"Parda";"5.37";"Publica"
"35492";"Nao_Sabe";"Fund-";"Parda";"3.52";"Publica"
"35493";"Trabalhar";"Fund+";"Parda";"5.16";"Publica"
"35494";"Trabalhar";"Fund-";"Branca";"5.78";"Publica"
"35495";"Nao_Sabe";"Fund+";"Branca";"5.43";"Publica"
"35496";"Trabalhar";"Fund-";"Parda";"5.65";"Publica"
"35497";"Nao_Sabe";"Fund+";"Parda";"5.39";"Publica"
"35498";"Trabalhar";"Fund-";"Preta";"4.19";"Publica"
"35499";"Estudar";"Fund-";"Parda";"4.43";"Pub+Pri"
"35500";"Trabalhar";"Fund-";"Parda";"5.01";"Publica"
"35501";"Trabalhar";"Fund-";"Branca";"5.57";"Publica"
"35502";"Trabalhar";"Medio+";"Preta";"6.13";"Publica"
"35503";"Estudar";"Fund+";"Parda";"6.41";"Publica"
"35504";"Trabalhar";"Fund+";"Preta";"5.1";"Publica"
